Year,price,Fuel type,Gear box type,Manufacturer,Color,CarName
2019,50108,Diesel,Manual,MERCEDES-BENZ,Purple,mercedes-benz s500
2016,48723,Petrol,Manual,FIAT,Gold,fiat suv
2010,22483,Electric,Automatic,JEEP,Navy,jeep cherokee
2007,16078,Hybrid,Manual,SKODA,Orange,skoda coupe
2007,20821,Diesel,Manual,VOLKSWAGEN,Red,vw gti
2020,16910,Electric,Automatic,HYUNDAI,Brown,hyundai palisade
2006,13748,Electric,Automatic,VOLKSWAGEN,Black,vw taos
2023,11168,Electric,Automatic,TOYOTA,Blue,toyota chr
2016,31479,Petrol,CVT,FORD,Green,ford bronco
2022,56400,Petrol,Manual,PEUGEOT,Green,peugeot sedan
2022,35773,Electric,Automatic,SKODA,Gold,skoda sedan
2014,31797,Electric,Automatic,TESLA,Beige,tesla cybertruck
2023,113783,Diesel,Semi-Automatic,PORSCHE,Navy,porsche boxster
2022,42434,Electric,Automatic,SUBARU,Gold,subaru forester
2022,52487,Electric,Automatic,NISSAN,Orange,nissan armada
2022,70913,Hybrid,CVT,LAND-ROVER,Purple,land-rover evoque
2024,15794,Diesel,Semi-Automatic,PEUGEOT,Purple,peugeot coupe
2008,9894,Petrol,Semi-Automatic,HONDA,Purple,honda odyssey
2006,49376,Petrol,Semi-Automatic,ACURA,Purple,acura rdx
2010,8415,Hybrid,Automatic,VOLKSWAGEN,Brown,vw arteon
2012,52897,Diesel,CVT,INFINITI,Maroon,infiniti q70
2014,45868,Electric,Automatic,JAGUAR,Navy,jaguar xf
2005,16943,Petrol,CVT,PEUGEOT,Gold,peugeot coupe
2022,43136,Hybrid,Manual,HYUNDAI,Yellow,hyundai venue
2018,27694,Diesel,CVT,FIAT,Brown,fiat wagon
2021,62648,Diesel,Automatic,AUDI,Blue,audi q3
2011,41208,Diesel,Automatic,PORSCHE,Orange,porsche taycan
2019,25914,Electric,Automatic,SEAT,Red,seat truck
2013,18242,Diesel,Automatic,INFINITI,Gold,infiniti qx60
2009,16146,Petrol,Manual,SEAT,Brown,seat wagon
2020,36018,Diesel,Automatic,CHRYSLER,Red,chrysler minivan
2012,21965,Diesel,CVT,SUBARU,Navy,subaru wrx
2024,49881,Electric,Automatic,TESLA,Orange,tesla models
2018,26236,Petrol,Manual,FIAT,Red,fiat convertible
2007,13703,Electric,Automatic,CHRYSLER,Yellow,chrysler truck
2006,18083,Diesel,Semi-Automatic,HYUNDAI,Black,hyundai tucson
2011,67421,Petrol,Semi-Automatic,MERCEDES-BENZ,Navy,mercedes-benz amg
2005,27176,Diesel,Manual,SEAT,Green,seat wagon
2008,28097,Diesel,Semi-Automatic,CHRYSLER,Black,chrysler truck
2009,40757,Diesel,Manual,SUBARU,Green,subaru wrx
2011,39911,Petrol,Semi-Automatic,VOLVO,Grey,volvo v60
2012,56087,Diesel,Semi-Automatic,JAGUAR,Grey,jaguar fpace
2011,35500,Hybrid,Manual,JAGUAR,Maroon,jaguar xj
2017,39895,Electric,Automatic,SUBARU,Beige,subaru ascent
2018,52246,Diesel,Manual,AUDI,White,audi q5
2022,87269,Electric,Automatic,TESLA,Gold,tesla cybertruck
2016,8107,Electric,Automatic,KIA,Silver,kia stinger
2023,16068,Diesel,CVT,FORD,Red,ford explorer
2012,42075,Diesel,Semi-Automatic,LEXUS,Grey,lexus rx350
2006,9507,Hybrid,Semi-Automatic,SEAT,White,seat truck
2015,47430,Hybrid,CVT,BUICK,Orange,buick sedan
2024,111947,Electric,Automatic,TESLA,Orange,tesla cybertruck
2016,14318,Hybrid,Manual,CHEVROLET,Silver,chevrolet silverado
2005,13377,Electric,Automatic,NISSAN,Purple,nissan armada
2013,34410,Hybrid,CVT,DODGE,Orange,dodge charger
2016,29006,Diesel,Automatic,ACURA,Orange,acura nsx
2023,27118,Electric,Automatic,DODGE,Yellow,dodge journey
2024,88574,Electric,Automatic,LAND-ROVER,Blue,land-rover sport
2016,54329,Petrol,Automatic,JAGUAR,Gold,jaguar fpace
2015,18521,Diesel,Semi-Automatic,INFINITI,Black,infiniti q50
2016,18260,Electric,Automatic,HONDA,Silver,honda hrv
2007,35848,Hybrid,Manual,TOYOTA,Black,toyota tundra
2015,41105,Electric,Automatic,SEAT,Yellow,seat crossover
2006,67602,Petrol,Automatic,MERCEDES-BENZ,Black,mercedes-benz c180
2020,51031,Hybrid,CVT,ACURA,Green,acura rdx
2013,55292,Hybrid,Automatic,BMW,Gold,bmw 520i
2022,55889,Hybrid,CVT,PEUGEOT,Beige,peugeot coupe
2008,21328,Diesel,Automatic,BMW,Gold,bmw 330i
2021,28776,Petrol,Manual,FIAT,Gold,fiat wagon
2024,72365,Hybrid,Automatic,ACURA,Gold,acura tlx
2008,39174,Electric,Automatic,MITSUBISHI,Grey,mitsubishi crossover
2018,65661,Petrol,CVT,ACURA,Navy,acura nsx
2023,108600,Hybrid,CVT,PORSCHE,Green,porsche boxster
2020,34058,Electric,Automatic,BMW,Green,bmw x7
2023,42728,Petrol,Manual,BMW,Orange,bmw z4
2009,34907,Petrol,Semi-Automatic,LEXUS,Navy,lexus rx350
2010,25908,Petrol,Semi-Automatic,SUBARU,Green,subaru impreza
2015,22578,Hybrid,Manual,GMC,Green,gmc truck
2024,8485,Petrol,Automatic,TOYOTA,Navy,toyota venza
2017,41124,Hybrid,Automatic,SUZUKI,Silver,suzuki hatchback
2013,15915,Hybrid,Automatic,CHRYSLER,Beige,chrysler minivan
2006,7025,Hybrid,Manual,JEEP,Purple,jeep cherokee
2006,19546,Hybrid,Automatic,NISSAN,Silver,nissan pathfinder
2006,28431,Electric,Automatic,MERCEDES-BENZ,Red,mercedes-benz e450
2016,80593,Hybrid,CVT,LAND-ROVER,Silver,land-rover range-rover
2008,8020,Diesel,Automatic,TOYOTA,Blue,toyota camry
2020,21728,Diesel,Semi-Automatic,HYUNDAI,Navy,hyundai kona
2018,104153,Petrol,Automatic,LAND-ROVER,Silver,land-rover sport
2016,7954,Diesel,Semi-Automatic,FIAT,Beige,fiat convertible
2013,34071,Petrol,CVT,FIAT,Black,fiat coupe
2005,31189,Electric,Automatic,TESLA,Orange,tesla modely
2013,22691,Diesel,CVT,INFINITI,Purple,infiniti q50
2021,36943,Electric,Automatic,BUICK,Grey,buick coupe
2013,36410,Hybrid,Semi-Automatic,NISSAN,Purple,nissan murano
2014,44379,Electric,Automatic,SUBARU,Yellow,subaru forester
2007,12448,Petrol,CVT,VOLKSWAGEN,Navy,vw jetta
2005,23731,Diesel,Semi-Automatic,HONDA,Brown,honda insight
2023,75236,Electric,Automatic,LAND-ROVER,Orange,land-rover discovery
2021,29553,Hybrid,Automatic,BUICK,Red,buick coupe
2019,19373,Petrol,Manual,INFINITI,Beige,infiniti qx60
2023,28225,Hybrid,Automatic,FORD,Brown,ford edge
2018,38067,Hybrid,Manual,GMC,Beige,gmc minivan
2006,19058,Petrol,Automatic,FIAT,Blue,fiat hatchback
2020,55347,Petrol,CVT,ACURA,Brown,acura tlx
2014,36761,Electric,Automatic,TOYOTA,Maroon,toyota highlander
2022,40168,Petrol,Automatic,DODGE,Yellow,dodge charger
2023,12177,Hybrid,CVT,MITSUBISHI,Orange,mitsubishi suv
2019,15878,Petrol,Manual,HYUNDAI,Green,hyundai venue
2009,54239,Diesel,CVT,PORSCHE,Purple,porsche macan
2006,23795,Hybrid,Semi-Automatic,BMW,Brown,bmw m5
2018,41543,Electric,Automatic,NISSAN,Yellow,nissan altima
2018,16759,Hybrid,CVT,FORD,Blue,ford ranger
2008,16572,Hybrid,Manual,JEEP,Orange,jeep compass
2024,10646,Electric,Automatic,MITSUBISHI,Silver,mitsubishi wagon
2008,39489,Hybrid,CVT,LEXUS,Purple,lexus ls500
2020,41649,Hybrid,Manual,MINI,Beige,mini countryman
2022,48048,Electric,Automatic,TOYOTA,Yellow,toyota sienna
2011,42939,Diesel,Semi-Automatic,HONDA,Gold,honda civic
2024,45322,Diesel,Automatic,PEUGEOT,Navy,peugeot truck
2018,14953,Diesel,CVT,PEUGEOT,Beige,peugeot sedan
2010,16108,Hybrid,CVT,GMC,Brown,gmc suv
2018,8586,Hybrid,Automatic,CHEVROLET,Brown,chevrolet blazer
2012,28713,Petrol,Semi-Automatic,GMC,Orange,gmc truck
2009,25672,Diesel,Automatic,MERCEDES-BENZ,White,mercedes-benz c180
2010,30877,Electric,Automatic,CHRYSLER,Maroon,chrysler sedan
2014,21857,Hybrid,Semi-Automatic,AUDI,Red,audi s4
2011,57508,Hybrid,Manual,MERCEDES-BENZ,Maroon,mercedes-benz e350
2012,19334,Electric,Automatic,KIA,Navy,kia carnival
2020,49102,Electric,Automatic,BUICK,Grey,buick sedan
2018,41783,Diesel,Semi-Automatic,GMC,Purple,gmc truck
2016,41316,Petrol,Manual,RAM,Purple,ram truck
2006,14602,Hybrid,Semi-Automatic,CHEVROLET,Brown,chevrolet traverse
2008,22701,Petrol,Semi-Automatic,BUICK,Red,buick sedan
2014,32794,Electric,Automatic,INFINITI,Gold,infiniti qx50
2007,40185,Petrol,CVT,ACURA,White,acura rdx
2015,24538,Hybrid,Automatic,CHRYSLER,White,chrysler hatchback
2010,34607,Electric,Automatic,MITSUBISHI,White,mitsubishi crossover
2018,34798,Petrol,CVT,TOYOTA,Black,toyota rav4
2005,20818,Electric,Automatic,TESLA,Grey,tesla roadster
2011,15790,Diesel,Automatic,CHRYSLER,Blue,chrysler convertible
2019,23765,Hybrid,Manual,VOLKSWAGEN,Brown,vw passat
2014,26886,Electric,Automatic,SUZUKI,Yellow,suzuki crossover
2019,35723,Diesel,CVT,SEAT,Silver,seat minivan
2020,13407,Diesel,Manual,SKODA,Silver,skoda truck
2022,39471,Petrol,CVT,INFINITI,Black,infiniti qx60
2009,32063,Petrol,Manual,VOLVO,Purple,volvo s90
2013,23715,Electric,Automatic,HONDA,Navy,honda odyssey
2007,21838,Electric,Automatic,FIAT,White,fiat sedan
2005,22821,Petrol,Automatic,MAZDA,Blue,mazda mx5
2007,12920,Electric,Automatic,INFINITI,Silver,infiniti q50
2023,20433,Electric,Automatic,VOLVO,Brown,volvo c40
2006,25963,Hybrid,Manual,ACURA,Black,acura nsx
2022,56087,Hybrid,Semi-Automatic,KIA,Black,kia forte
2018,33378,Hybrid,Semi-Automatic,JEEP,Green,jeep gladiator
2005,18063,Electric,Automatic,JAGUAR,Silver,jaguar xf
2010,47337,Electric,Automatic,VOLVO,Maroon,volvo v60
2024,52486,Petrol,Semi-Automatic,PORSCHE,Maroon,porsche panamera
2010,37018,Electric,Automatic,TOYOTA,Green,toyota 4runner
2013,23306,Petrol,Manual,FIAT,White,fiat crossover
2011,26365,Diesel,Semi-Automatic,VOLVO,White,volvo xc40
2020,24774,Diesel,Manual,SUZUKI,Maroon,suzuki convertible
2012,38482,Electric,Automatic,NISSAN,Grey,nissan altima
2013,14829,Hybrid,Automatic,RAM,Purple,ram sedan
2020,33323,Diesel,Manual,MINI,Red,mini countryman
2024,41126,Diesel,Semi-Automatic,GMC,Maroon,gmc suv
2024,106175,Petrol,Manual,LAND-ROVER,Orange,land-rover evoque
2016,48112,Diesel,Manual,CHRYSLER,Navy,chrysler convertible
2015,43734,Diesel,Manual,KIA,Navy,kia sportage
2005,19481,Hybrid,Semi-Automatic,HONDA,Green,honda insight
2024,92164,Diesel,CVT,BMW,Maroon,bmw 330i
2023,20565,Electric,Automatic,GMC,White,gmc suv
2009,27252,Petrol,CVT,JAGUAR,Grey,jaguar ipace
2021,39038,Hybrid,Automatic,NISSAN,Purple,nissan kicks
2010,80139,Petrol,CVT,JAGUAR,Purple,jaguar ipace
2014,25835,Petrol,CVT,NISSAN,Beige,nissan frontier
2008,30664,Hybrid,Manual,FORD,Navy,ford expedition
2015,60586,Electric,Automatic,TESLA,Orange,tesla model3
2012,48869,Hybrid,CVT,AUDI,Orange,audi a6
2014,41279,Electric,Automatic,LEXUS,Navy,lexus ls500
2012,27656,Diesel,CVT,DODGE,Navy,dodge journey
2007,36183,Hybrid,Semi-Automatic,DODGE,Grey,dodge durango
2018,49418,Hybrid,CVT,BUICK,White,buick crossover
2015,33694,Diesel,Manual,FORD,Beige,ford bronco
2009,30975,Diesel,Semi-Automatic,FIAT,White,fiat crossover
2006,17801,Hybrid,Automatic,FORD,Purple,ford focus
2020,31242,Electric,Automatic,TOYOTA,Beige,toyota sienna
2010,29514,Diesel,Manual,RENAULT,Orange,renault convertible
2009,19947,Petrol,CVT,ACURA,Purple,acura tlx
2022,35744,Hybrid,CVT,MITSUBISHI,Green,mitsubishi hatchback
2017,9435,Petrol,Manual,HYUNDAI,Blue,hyundai genesis
2018,46696,Electric,Automatic,RAM,Yellow,ram truck
2007,59509,Electric,Automatic,TESLA,Purple,tesla roadster
2005,17486,Petrol,Manual,JEEP,Brown,jeep renegade
2022,47539,Diesel,Automatic,LEXUS,Gold,lexus rx350
2012,19702,Hybrid,CVT,TOYOTA,Orange,toyota rav4
2017,50545,Electric,Automatic,CHRYSLER,Black,chrysler hatchback
2018,16915,Hybrid,Manual,BUICK,Blue,buick coupe
2008,34236,Electric,Automatic,FIAT,Red,fiat truck
2008,36831,Petrol,CVT,CADILLAC,Yellow,cadillac suv
2005,31516,Electric,Automatic,TOYOTA,Yellow,toyota avalon
2017,34558,Petrol,Automatic,SEAT,Brown,seat convertible
2005,44565,Electric,Automatic,ACURA,White,acura nsx
2010,74636,Diesel,Semi-Automatic,AUDI,Green,audi q8
2019,21869,Electric,Automatic,SKODA,White,skoda hatchback
2021,29548,Hybrid,CVT,SEAT,Purple,seat suv
2008,37749,Petrol,Automatic,LAND-ROVER,White,land-rover evoque
2010,19705,Electric,Automatic,TESLA,Yellow,tesla roadster
2006,68238,Petrol,CVT,JAGUAR,Blue,jaguar ftype
2010,70615,Electric,Automatic,TESLA,White,tesla roadster
2006,14092,Diesel,Automatic,ACURA,White,acura ilx
2014,29381,Petrol,CVT,HONDA,Navy,honda clarity
2012,37993,Electric,Automatic,NISSAN,Navy,nissan armada
2014,29570,Hybrid,Manual,RAM,Brown,ram coupe
2022,56212,Hybrid,CVT,SEAT,Gold,seat suv
2008,27320,Electric,Automatic,MITSUBISHI,Maroon,mitsubishi truck
2019,52042,Petrol,Automatic,KIA,Green,kia soul
2023,37651,Petrol,Semi-Automatic,MINI,Black,mini coupe
2015,32129,Petrol,Manual,VOLVO,Yellow,volvo xc40
2013,28037,Petrol,Automatic,CHRYSLER,Silver,chrysler minivan
2021,23101,Diesel,Semi-Automatic,RENAULT,Maroon,renault hatchback
2020,33457,Hybrid,CVT,CHEVROLET,Grey,chevrolet impala
2011,7402,Electric,Automatic,NISSAN,Black,nissan murano
2022,13800,Diesel,Semi-Automatic,SUBARU,Red,subaru wrx
2008,31177,Hybrid,CVT,CHRYSLER,Maroon,chrysler sedan
2012,44286,Electric,Automatic,NISSAN,Green,nissan leaf
2007,37357,Electric,Automatic,SEAT,Brown,seat crossover
2023,31226,Electric,Automatic,CHRYSLER,Brown,chrysler hatchback
2007,50736,Electric,Automatic,LAND-ROVER,Red,land-rover discovery
2016,42763,Hybrid,Semi-Automatic,FIAT,Gold,fiat sedan
2012,21971,Diesel,CVT,BUICK,Purple,buick crossover
2011,41314,Petrol,Semi-Automatic,NISSAN,Yellow,nissan rogue
2008,27264,Diesel,Manual,RAM,Silver,ram convertible
2007,23831,Petrol,Semi-Automatic,HYUNDAI,Beige,hyundai accent
2009,21463,Diesel,Manual,RAM,Maroon,ram wagon
2022,56972,Hybrid,Manual,BUICK,Brown,buick coupe
2006,27317,Diesel,CVT,AUDI,Gold,audi s4
2016,28883,Electric,Automatic,MAZDA,Orange,mazda cx5
2013,40110,Diesel,CVT,SEAT,Blue,seat minivan
2008,14990,Hybrid,CVT,MINI,Maroon,mini coupe
2021,48672,Hybrid,Manual,HONDA,Green,honda hrv
2020,51939,Hybrid,Manual,MINI,White,mini paceman
2016,16172,Diesel,CVT,MITSUBISHI,Purple,mitsubishi convertible
2023,34696,Electric,Automatic,NISSAN,Silver,nissan rogue
2014,93971,Electric,Automatic,TESLA,Silver,tesla modelx
2013,27945,Hybrid,Automatic,TOYOTA,Grey,toyota avalon
2021,54050,Petrol,Manual,SKODA,Green,skoda suv
2016,7478,Petrol,CVT,SUBARU,Silver,subaru wrx
2013,24127,Hybrid,CVT,SEAT,Silver,seat hatchback
2024,14787,Diesel,Automatic,JEEP,Green,jeep gladiator
2017,20702,Diesel,CVT,NISSAN,Gold,nissan titan
2021,9523,Diesel,CVT,JEEP,Brown,jeep grand-cherokee
2008,23571,Hybrid,Semi-Automatic,ACURA,Brown,acura ilx
2012,21132,Diesel,Manual,CHRYSLER,Maroon,chrysler wagon
2015,18453,Electric,Automatic,FIAT,Navy,fiat convertible
2014,24869,Petrol,Automatic,CHEVROLET,Red,chevrolet equinox
2019,27334,Petrol,Automatic,AUDI,Gold,audi s3
2007,7831,Petrol,CVT,JEEP,Brown,jeep wagoneer
2019,30421,Hybrid,Semi-Automatic,HONDA,Orange,honda pilot
2016,49425,Petrol,Semi-Automatic,FORD,Silver,ford f150
2018,45498,Hybrid,CVT,MINI,Grey,mini coupe
2010,29445,Electric,Automatic,DODGE,Gold,dodge durango
2019,33375,Hybrid,CVT,CHEVROLET,Black,chevrolet corvette
2021,66172,Petrol,Semi-Automatic,VOLVO,Gold,volvo s90
2014,13884,Hybrid,Semi-Automatic,CHEVROLET,Green,chevrolet corvette
2011,40269,Diesel,CVT,JEEP,Beige,jeep renegade
2007,22206,Hybrid,CVT,FORD,Grey,ford mustang
2016,35883,Electric,Automatic,TESLA,Silver,tesla roadster
2007,22717,Hybrid,Semi-Automatic,INFINITI,Black,infiniti q70
2024,30718,Electric,Automatic,HONDA,Beige,honda fit
2016,45305,Petrol,CVT,PORSCHE,Grey,porsche 911
2017,34805,Petrol,CVT,JEEP,Gold,jeep gladiator
2009,20221,Hybrid,Semi-Automatic,PEUGEOT,Red,peugeot convertible
2008,13668,Hybrid,CVT,HONDA,Grey,honda pilot
2017,35156,Petrol,Manual,GMC,White,gmc convertible
2022,15552,Electric,Automatic,HYUNDAI,Purple,hyundai ioniq
2005,9188,Electric,Automatic,JEEP,Silver,jeep cherokee
2007,27830,Hybrid,CVT,TOYOTA,Red,toyota yaris
2016,33042,Hybrid,Manual,FORD,Grey,ford fusion
2020,26745,Hybrid,Manual,AUDI,Purple,audi rs7
2016,19642,Hybrid,CVT,BUICK,Red,buick minivan
2016,69120,Diesel,Automatic,BMW,Gold,bmw 520i
2024,14548,Hybrid,CVT,PEUGEOT,Purple,peugeot convertible
2014,18922,Diesel,Manual,CHRYSLER,Black,chrysler coupe
2021,44960,Electric,Automatic,RENAULT,Yellow,renault hatchback
2016,28360,Hybrid,Semi-Automatic,MINI,Maroon,mini clubman
2013,22696,Diesel,CVT,JEEP,Purple,jeep wrangler
2017,48872,Hybrid,Manual,SUZUKI,Yellow,suzuki suv
2022,14887,Electric,Automatic,NISSAN,Black,nissan versa
2016,26856,Hybrid,CVT,ACURA,Green,acura ilx
2012,41959,Hybrid,CVT,GMC,Orange,gmc suv
2011,40272,Diesel,Manual,MERCEDES-BENZ,Gold,mercedes-benz gle
2016,31763,Hybrid,Automatic,MAZDA,Blue,mazda miata
2012,48454,Petrol,CVT,JAGUAR,Grey,jaguar epace
2012,36153,Diesel,Semi-Automatic,ACURA,Green,acura nsx
2024,37556,Electric,Automatic,SEAT,Brown,seat truck
2021,18868,Electric,Automatic,PEUGEOT,Orange,peugeot minivan
2009,30239,Electric,Automatic,CHEVROLET,Maroon,chevrolet tahoe
2010,41428,Electric,Automatic,BUICK,Purple,buick minivan
2014,44135,Petrol,Automatic,RENAULT,Purple,renault wagon
2007,31918,Electric,Automatic,SUZUKI,Blue,suzuki wagon
2005,33600,Hybrid,Manual,DODGE,Brown,dodge journey
2015,21036,Petrol,Automatic,SEAT,Black,seat truck
2022,64200,Diesel,Manual,JAGUAR,Navy,jaguar xe
2017,23949,Hybrid,CVT,FORD,Silver,ford f150
2008,26795,Diesel,Semi-Automatic,HYUNDAI,Brown,hyundai veloster
2014,43093,Electric,Automatic,AUDI,White,audi tt
2017,31735,Diesel,Semi-Automatic,RAM,Purple,ram suv
2012,18722,Hybrid,CVT,MINI,Grey,mini cooper
2020,64475,Electric,Automatic,INFINITI,Blue,infiniti qx50
2013,45929,Petrol,Automatic,LEXUS,Red,lexus ls500
2024,46899,Electric,Automatic,MITSUBISHI,Orange,mitsubishi coupe
2023,28988,Petrol,Automatic,VOLKSWAGEN,Yellow,vw golf
2015,21215,Electric,Automatic,LAND-ROVER,Orange,land-rover range-rover
2007,28958,Electric,Automatic,SUBARU,Navy,subaru outback
2008,32480,Hybrid,Semi-Automatic,MINI,Silver,mini coupe
2013,42166,Petrol,Automatic,FIAT,Blue,fiat hatchback
2006,25368,Petrol,Semi-Automatic,SUBARU,Grey,subaru forester
2014,19880,Hybrid,Manual,FORD,Green,ford mustang
2011,10303,Petrol,Manual,JEEP,Navy,jeep renegade
2018,91041,Petrol,CVT,JAGUAR,Black,jaguar epace
2015,7644,Petrol,Manual,MAZDA,Brown,mazda mazda6
2007,71547,Diesel,Semi-Automatic,JAGUAR,Grey,jaguar ftype
2021,47453,Diesel,Semi-Automatic,ACURA,Red,acura rdx
2017,16539,Petrol,Manual,FIAT,Blue,fiat truck
2008,34219,Hybrid,Manual,SKODA,Brown,skoda wagon
2006,28540,Diesel,CVT,CHRYSLER,Maroon,chrysler crossover
2017,24977,Electric,Automatic,MAZDA,Navy,mazda mazda6
2020,44866,Diesel,Automatic,MERCEDES-BENZ,Red,mercedes-benz cls
2011,33222,Petrol,Automatic,SUBARU,Purple,subaru crosstrek
2014,86452,Diesel,CVT,JAGUAR,Brown,jaguar xj
2012,29821,Petrol,CVT,SUBARU,Blue,subaru forester
2021,16884,Petrol,Manual,FORD,Green,ford ranger
2017,16196,Hybrid,CVT,TOYOTA,Gold,toyota rav4
2015,31903,Hybrid,Semi-Automatic,AUDI,Gold,audi a8
2022,10942,Electric,Automatic,PEUGEOT,Grey,peugeot truck
2018,68667,Diesel,Automatic,PORSCHE,White,porsche macan
2016,44445,Petrol,Manual,SUZUKI,Gold,suzuki sedan
2023,40214,Petrol,CVT,ACURA,Purple,acura rlx
2010,22428,Petrol,Automatic,CHEVROLET,Orange,chevrolet corvette
2016,36380,Diesel,Semi-Automatic,SUZUKI,Blue,suzuki suv
2020,40709,Diesel,Semi-Automatic,FORD,Brown,ford mustang
2010,29995,Hybrid,Semi-Automatic,LEXUS,Gold,lexus gx460
2023,50964,Electric,Automatic,PORSCHE,Beige,porsche panamera
2022,16413,Diesel,CVT,MAZDA,Yellow,mazda cx30
2005,59916,Diesel,CVT,MERCEDES-BENZ,Navy,mercedes-benz gle
2014,35202,Diesel,Semi-Automatic,SEAT,Silver,seat convertible
2019,26923,Diesel,Semi-Automatic,JEEP,Yellow,jeep cherokee
2021,42614,Electric,Automatic,SUZUKI,Navy,suzuki coupe
2005,11750,Diesel,Semi-Automatic,MINI,Blue,mini cooper
2008,12973,Hybrid,Automatic,NISSAN,Brown,nissan sentra
2018,99874,Hybrid,Automatic,PORSCHE,Blue,porsche taycan
2013,8230,Electric,Automatic,BUICK,Purple,buick crossover
2011,30203,Petrol,Semi-Automatic,ACURA,Blue,acura rdx
2014,20989,Diesel,Manual,MITSUBISHI,Orange,mitsubishi sedan
2015,93973,Hybrid,Semi-Automatic,BMW,Purple,bmw x4
2016,43815,Electric,Automatic,KIA,Yellow,kia sportage
2022,40141,Petrol,CVT,HYUNDAI,Purple,hyundai elantra
2009,38363,Electric,Automatic,RAM,Brown,ram truck
2020,29169,Diesel,Semi-Automatic,DODGE,Purple,dodge journey
2005,23774,Diesel,Manual,RENAULT,Navy,renault crossover
2021,48785,Hybrid,CVT,AUDI,Grey,audi a8
2012,11661,Diesel,CVT,HONDA,Brown,honda civic
2016,26441,Petrol,Automatic,CADILLAC,Grey,cadillac suv
2023,10979,Hybrid,Manual,RAM,White,ram suv
2017,21569,Diesel,CVT,VOLKSWAGEN,Black,vw jetta
2007,12024,Petrol,Manual,GMC,Brown,gmc convertible
2019,43778,Petrol,Semi-Automatic,MERCEDES-BENZ,White,mercedes-benz c300
2009,19426,Diesel,Semi-Automatic,PEUGEOT,Silver,peugeot minivan
2020,103644,Hybrid,CVT,LEXUS,White,lexus rc300
2014,28438,Electric,Automatic,KIA,Maroon,kia forte
2012,23479,Petrol,Manual,SKODA,Navy,skoda hatchback
2013,38133,Hybrid,Manual,GMC,Black,gmc crossover
2021,31489,Petrol,Manual,JEEP,Yellow,jeep wagoneer
2010,41453,Electric,Automatic,BUICK,Orange,buick hatchback
2014,25387,Hybrid,Semi-Automatic,INFINITI,Brown,infiniti qx80
2017,76365,Petrol,Automatic,JAGUAR,Beige,jaguar epace
2009,28184,Diesel,Semi-Automatic,FIAT,Navy,fiat hatchback
2006,19178,Hybrid,Manual,FIAT,Red,fiat coupe
2014,14369,Hybrid,CVT,MAZDA,Black,mazda mazda6
2011,30131,Petrol,Manual,ACURA,Red,acura rdx
2023,16854,Electric,Automatic,DODGE,Navy,dodge durango
2012,39510,Electric,Automatic,JEEP,Maroon,jeep wagoneer
2016,20646,Hybrid,Automatic,TOYOTA,Green,toyota tacoma
2013,11029,Diesel,Automatic,CHEVROLET,Navy,chevrolet cruze
2019,13677,Electric,Automatic,TOYOTA,Grey,toyota camry
2012,15311,Electric,Automatic,TOYOTA,Blue,toyota avalon
2022,32729,Hybrid,Automatic,CHEVROLET,Beige,chevrolet impala
2017,31870,Hybrid,Semi-Automatic,HONDA,Beige,honda fit
2012,46286,Petrol,CVT,CADILLAC,White,cadillac hatchback
2013,37631,Diesel,Semi-Automatic,SUBARU,Brown,subaru wrx
2022,38128,Electric,Automatic,RENAULT,Brown,renault truck
2019,26700,Electric,Automatic,BUICK,Purple,buick suv
2014,42059,Diesel,Manual,JEEP,Grey,jeep wrangler
2021,38369,Diesel,Automatic,JAGUAR,Black,jaguar ftype
2020,7622,Electric,Automatic,HYUNDAI,Grey,hyundai veloster
2021,22975,Hybrid,Automatic,RAM,Red,ram convertible
2012,38990,Hybrid,CVT,MAZDA,Maroon,mazda miata
2022,18357,Hybrid,Semi-Automatic,HYUNDAI,Orange,hyundai accent
2008,32138,Petrol,Automatic,SUZUKI,Blue,suzuki sedan
2016,49469,Diesel,Manual,JEEP,Yellow,jeep grand-cherokee
2005,12156,Electric,Automatic,MINI,Maroon,mini cooper
2017,31137,Electric,Automatic,SEAT,Blue,seat truck
2019,45264,Electric,Automatic,ACURA,Silver,acura tlx
2023,36572,Electric,Automatic,TESLA,Brown,tesla modelx
2015,39453,Hybrid,Semi-Automatic,VOLVO,Green,volvo v60
2011,42987,Hybrid,Automatic,MINI,Gold,mini coupe
2013,12382,Electric,Automatic,RAM,Yellow,ram crossover
2018,40919,Petrol,Automatic,PEUGEOT,Silver,peugeot sedan
2024,57947,Hybrid,Manual,TOYOTA,Red,toyota avalon
2016,24865,Petrol,Manual,GMC,Purple,gmc truck
2005,18573,Hybrid,Automatic,SUZUKI,Brown,suzuki convertible
2008,62387,Electric,Automatic,TESLA,Purple,tesla modelx
2023,35385,Petrol,Semi-Automatic,VOLVO,Grey,volvo v60
2024,19023,Petrol,Automatic,JEEP,Brown,jeep compass
2009,6334,Electric,Automatic,JEEP,Blue,jeep wrangler
2017,21407,Diesel,Automatic,CHEVROLET,Maroon,chevrolet suburban
2017,16374,Diesel,Manual,MITSUBISHI,Green,mitsubishi truck
2022,43107,Hybrid,Automatic,FIAT,Purple,fiat suv
